OI番号,原文,日時,ClaudeセッションID,発言種別,対応録画JSON,報告BUILD,原因,修正BUILD,修正commit,回帰テスト名,現在の判定,備考
OI-098,1塁ランナーが飛び出してピッチャーは2塁に投げたのにアウトになる（そもそもこれはすべての局面に言えることだが、塁間にいるランナーを確実にアウトにするために距離が遠くてどちらかの累に投げると必ずランナーが逃げ切れてしまうときは、すぐに投げずにボールを持ったままランナーのほうに歩き、どちらに投げても挟殺プレーに持ち込めそうな距離になってからボールを投げる必要がある。（これは例えばバッターが2塁を回ったところで中継にボールが来て、確実にランナーは2塁に戻るのも3塁に進むのも間に合わないが、2塁に投げると3塁に進まれてしまい、3塁に投げると2塁に戻られてしまう、だから、中継がボールを持ったままランナーのほうに近づき、刺せる確実を高めてから送球するということであるが理解できるだろうか？））,2026-08-01T11:06:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,「持って詰める」挙動を実装。**直後の OI-104 で「投げるべきなのに投げずに歩く」と過剰適用が指摘され、揺り戻しが起きている**。要検証（過剰・過少の両側）。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-099,デフォルトはミート打ちにして,2026-08-01T11:06:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,実装。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-100,守備時の判断aiをsol ultraを使って大幅に向上できないだろうか？,2026-08-01T11:07:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,`sol_defense_review_20260801.md` / `codex_defense_review_20260801.md` を取得（指摘14件・未実装の守備概念17件）。**この17件の未実装概念が現在どこまで消化されたかは未追跡**。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=対象外 / Sol=部分解決,文書(charter/master)への言及commit: 07513995
OI-101,二塁ベース付近にゴロを打った時に、あきらかにショートやセカンドのほうが近いにもかかわらず、セカンドはランナーがいなくても2塁のベース上に立ったまま動かず、ショートは棒立ちでピッチャーがボールを取りに行く場面が散見されます。原因を特定してから修正して,2026-08-01T11:10:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,8/4深夜に「二塁カバーを打球と反対側の中間手に」（打球方向で二/遊を入替）。**今日（8/5）の新規指摘②と極めて近い系統。また OI-232「セカンドへのゴロなのにセカンドがボールを追いかけずに二塁ベースカバーに入る」で 8/4 に再発している**。要検証・最重要。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-102,守備の動きがかなり遅くなったように思うのですがどうしてでしょうか？こちらもリアルに近づけて,2026-08-01T11:10:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,UNKNOWN（記録欄なし＝未対応 or 要望・質問系）,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=判定不能 / Sol=部分解決,文書(charter/master)への言及commit: 07513995
OI-103,ポーズ中に打ち方などの設定を変えられない問題を修正して,2026-08-01T11:11:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,UNKNOWN（記録欄なし＝未対応 or 要望・質問系）,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-104,明らかに投げるべきなのに投げずにランナーのほうに歩いていく場面が散見されるようになりました,2026-08-01T11:17:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,「持って詰める」の発動条件を限定。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-105,私のチームの全員の能力をmaxにして,2026-08-01T11:17:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,実施。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-106,挟殺プレーがまだバグる / ベースカバーが追い付いていなくても塁に向かって投げて、塁の上でボールが制止し、カバーの人が追い付いてから判定が出ることが多い。/ ベースカバーが間に合っていないときは自分で踏みに行くか、カバーが塁に入ってから投げるか、カバーが塁に入るまで踏みに行き、カバーが塁に入るのが先だったら投げるようにして,2026-08-01T11:20:00+09:00（推定・本文ヘッダより）,UNKNOWN,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,8/4夜の「封殺カバーの立ち尽くし」修正が該当（受け手が塁に着くまで判定保留＋保留中は塁へ歩かせる）。**オーナーが提示した3択（自分で踏む／カバー到着後に投げる／踏みに行きつつ先に入ったら投げる）が実装されているかは未確認**。要検証。,b0805-02,9001391b （最新: 2026-08-05T15:32:39+09:00）,UNKNOWN,Fable=解決 / Sol=部分解決,文書(charter/master)への言及commit: 07513995; 1ac8c095
OI-107,外野などまだあきらかに相手チームで肩が良すぎる人が見受けられます。空気抵抗を計算していないのでは？,2026-08-01T11:22:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,空気抵抗・距離減衰を再調整。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=部分解決 / Sol=部分解決,文書(charter/master)への言及commit: 07513995
OI-108,相手のファーストの守備が明らかに良くて、セカンドやショートは動きが悪いです。守備力はファーストが一番低いはずなのにおかしくないですか？,2026-08-01T11:22:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,UNKNOWN（記録欄なし＝未対応 or 要望・質問系）,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-109,挟殺プレーでは塁上だけでなく、塁間でもタッチしたらアウトになるのが仕様として実装されていないのも問題だと感じました,2026-08-01T11:28:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,塁間タッチを実装。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=部分解決,文書(charter/master)への言及commit: 07513995
OI-110,これを修正したらsol ultraに投げて / また、今までの私の指摘リストをすべて作り、それを別途でsol ultraに投げて他に怒っていそうな問題を見つけるのもやってもらうといいと思いました,2026-08-01T11:28:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,`sol_report_pattern_20260801.md`（Sol が指摘パターンから未報告欠陥6件を予測）を取得。**ただし当時の「指摘リスト」は全量ではなく要約だった。本文書が全量版の初版**。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=対象外 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-111,ではultraのときは私が投げます / codexアプリで投げるのでプロンプトだけでいいです,2026-08-01T11:52:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,恒久ルール化済み（`~/.claude/shared/codex_operations.md`：ultra 便はCCがタスクファイルとコマンドを用意し、投入はオーナーが行う）。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=対象外 / Sol=判定不能,文書(charter/master)への言及commit: 07513995
OI-112,主な問題は、守備側による走者の内部目標の参照、2アウト時の送球判断、タグ・フォース・アピールの混同、挟殺の自動アウト化、ベースカバーと状況別守備位置の欠落です。（指摘14件・未実装の守備概念17件）,2026-08-02T15:13:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,`codex_defense_review_20260801.md`。**14件＋17件の消化状況が未追跡。今回のレビューで最優先の照合対象**。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=対象外 / Sol=部分解決,文書(charter/master)への言及commit: 07513995
OI-113,1. 第3アウト前に本塁未到達でも、行き先が本塁なら得点する / 2. 盗塁で実際にタッチしていなくてもアウトになる / 3. 約10.8ft以内の早期離塁を「塁上にいた」と扱う / 4. 一人の挟殺終了で、別走者が動いていてもプレー全体を終了する / 5. S/Xを切り替えた瞬間、守備が走者の意図を知って送球先を変える / 6. 捕球姿勢を送球準備へ反映せず、過去の走行距離だけが試合中ずっと肩へ累積する,2026-08-02T15:14:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,`sol_report_pattern_20260801.md`（306行、SHA-256 `C0352652...`）。**6件はコード上の危険を確認済み・実機再現未実施のまま。うち P1（本塁未到達で得点）は OI-174/OI-180/OI-208 として実際にオーナーが遭遇し、8/4に修正。他5件の決着は未追跡**。要検証・最優先。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=対象外 / Sol=部分解決,文書(charter/master)への言及commit: 07513995
OI-114,今私のチームは弾道4でパワー100ですが、ミート打ちだとほぼすべてが外野フライまたは内野のライナー、強振だとどんなに芯から外れていても当たりさえすればほぼホームランになります / 他の能力値だとどうなるかはわかりませんが、リアルな結果になるように実装しなおして,2026-08-02T15:28:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,打球分布を再実装。要検証（**現行の出荷状態での打球種別分布の実測が必要**）。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=判定不能 / Sol=部分解決,文書(charter/master)への言及commit: 07513995
OI-115,明らかに内野の頭の上を超えている打球がたびたびライナーで捕球判定になるので修正してほしいです,2026-08-02T15:37:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,OI-039 と同一系統。8/4夜に着地判定ガードを撤去。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決 / Ultra=所見6/所見12,文書(charter/master)への言及commit: 07513995
OI-116,守備にスライディングキャッチを実装してほしいです（どれだけの距離を飛びつけるかは守備力に依存します）,2026-08-02T15:37:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,8/4深夜 第8陣で飛び込み・ジャンピングキャッチのモーションと判定を実装。**OI-215 で 8/4 に再要望されている＝一度実装したはずが体感できていない**。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決 / Ultra=所見6/所見12,文書(charter/master)への言及commit: 07513995
OI-117,どんなに早いピッチャへの打球も確実に取られてしまうので、早かったらはじいたりそのまま後ろにそらすようにして。ほかの野手でもエラーがないので同じようにエラーを実装して,2026-08-02T15:37:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,エラー（ファンブル・後逸）を実装。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-118,ホームランの時は飛距離が表示されるようにして,2026-08-02T15:41:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,実装。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-119,内野安打が極端に減った,2026-08-02T16:15:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,**較正の往復。8/4に今度は「内野安打が極端に増えた」（OI-199）と逆方向で指摘され、最終的にゴロ安打率29%（実際24%）へ**。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=判定不能 / Sol=部分解決,文書(charter/master)への言及commit: 07513995
OI-120,依然として肩が強すぎる,2026-08-02T16:15:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,継続調整。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=部分解決 / Sol=部分解決,文書(charter/master)への言及commit: 07513995
OI-121,依然として内野の頭を超えた打球がライナーキャッチ判定される,2026-08-02T16:15:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,OI-039 と同一。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決 / Ultra=所見6/所見12,文書(charter/master)への言及commit: 07513995
OI-122,スライディングキャッチはcpuの守備でも実装して,2026-08-02T16:23:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,UNKNOWN（記録欄なし＝未対応 or 要望・質問系）,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-123,バウンドが大きい打球だとcpu守備がまっすぐ近づいた結果がバウンドが大きいせいで頭の上を超えて後逸することが多いので、バウンドに合わせるようにしてください,2026-08-02T16:23:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,UNKNOWN（記録欄なし＝未対応 or 要望・質問系）,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決 / Ultra=所見6/所見12,文書(charter/master)への言及commit: 07513995
OI-124,守備の足が速すぎます,2026-08-02T16:27:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,UNKNOWN（記録欄なし＝未対応 or 要望・質問系）,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=判定不能 / Sol=部分解決,文書(charter/master)への言及commit: 07513995
OI-125,ミート打ちなのにホームランがポンポン出るので飛距離や打球角度を修正して,2026-08-02T16:27:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,打球分布を調整。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=判定不能 / Sol=部分解決,文書(charter/master)への言及commit: 07513995
OI-126,まだ肩が全体的に強すぎます,2026-08-02T16:37:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,継続調整。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=部分解決 / Sol=部分解決,文書(charter/master)への言及commit: 07513995
OI-127,少し回り込めれば捕れるのに、直線距離で行くせいで守備がボールに追いつけずに後逸するのが散発しています,2026-08-02T16:37:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,UNKNOWN（記録欄なし＝未対応 or 要望・質問系）,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=部分解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-128,cpuがダブルプレーをとらなくなりました,2026-08-04T03:10:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,UNKNOWN（記録欄なし＝未対応 or 要望・質問系）,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=部分解決,文書(charter/master)への言及commit: 07513995
OI-129,捕球前からsを押しておかないとタッチアップもできません,2026-08-04T03:10:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,UNKNOWN（記録欄なし＝未対応 or 要望・質問系）,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-130,cpuの守備能力（走力含む）をすべて1にしてミートを100にして,2026-08-04T03:10:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,実施。**後に 8/4 のオーナー裁定「推奨」で ROSTER[1] の守備系を通常値へ戻している**。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=対象外 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-131,あと私のチームの弾道を全員2にして,2026-08-04T03:11:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,実施。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=対象外 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-132,今はおもちゃっぽいのでもっとゲームをリアルにできませんか？,2026-08-04T03:15:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,見た目キュー①〜⑤（ミートカーソル・バウンド・飛び込み・関節・テクスチャ）として消化。要検証（オーナーの体感が合格かは未確認）。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=判定不能 / Sol=部分解決,文書(charter/master)への言及commit: 07513995
OI-133,パワプロではなくmlb the showsみたいな感じです,2026-08-04T03:15:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,目標水準として設定。**単一HTML・外部画像なしの制約下ではランタイム生成が天井、と `REBUILD_CHARTER.md` に記載。この制約はオーナーに未伝達**。要検証・要相談。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=判定不能 / Sol=未解決 / Ultra=所見17/所見18,文書(charter/master)への言及commit: 07513995
OI-134,見た目の続きを並列ですべて,2026-08-04T03:30:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,第6〜10陣として並列実施。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=対象外 / Sol=判定不能,文書(charter/master)への言及commit: 07513995
OI-135,プレビューできません / どうしてでしょうか？,2026-08-04T06:06:00+09:00（推定・本文ヘッダより）,UNKNOWN,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,UNKNOWN（記録欄なし＝未対応 or 要望・質問系）,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=判定不能 / Sol=判定不能,文書(charter/master)への言及commit: 07513995
OI-136,ワンアウトランナー二塁みたいなときに内野ゴロを打つと、cpuが必ず3塁に投げるので、二塁ランナーが戻ればオールセーフになります。/ ランナーをちゃんと挟むか一塁で確実にバッターランナーをアウトにしてほしいです,2026-08-04T06:20:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,8/4深夜に「幻の勝負への送球を排除」（走者が実際にそこへ走るかで判定）＋第5陣で「内野手の1つ先の塁への転送を撤回」。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-137,まだランナーが挟まれた時に強制的にプレーが打ち切られたり,2026-08-04T06:20:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,挟殺の決着処理を改修。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=部分解決 / Sol=未解決 / Ultra=所見15/所見16,文書(charter/master)への言及commit: 07513995
OI-138,フライを打ち上げたときにランナーが強制的に進む（xを押しても戻れない）ことが多々あります,2026-08-04T06:20:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,ハーフウェイ処理を改修。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-139,プレイを録画してあなたが改善するときにいちいち説明しなくても改善できるようにすることはできますか？,2026-08-04T06:20:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,録画機能（F/G）を実装。**以後13件以上の真因特定に使われた最重要装置**。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決 / Ultra=所見6/所見12/所見19,文書(charter/master)への言及commit: 07513995
OI-140,私の攻撃時に、内野ゴロでランナーが自動スタートしたのに、内野がゴロを補給すると勝手に戻ってしまいます,2026-08-04T06:26:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,UNKNOWN（記録欄なし＝未対応 or 要望・質問系）,b0805-01,07513995 （最新: 2026-08-05T12:39:38+09:00）,test12_走者の行き先が捕球の瞬間に反転しないか,Fable=未解決 / Sol=退行 / Ultra=所見16,文書(charter/master)への言及commit: 07513995
OI-141,サードやショートへの正面のゴロならスタートせず、セカンドやファースト方向やサードやショートでも簡単に取れない打球の時は自動スタートしてほしいです,2026-08-04T06:26:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,UNKNOWN（記録欄なし＝未対応 or 要望・質問系）,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=未解決 / Sol=部分解決 / Ultra=所見18,文書(charter/master)への言及commit: 07513995
OI-142,ピッチングとバッティングのモーションが不自然だから直して,2026-08-04T06:26:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,第9陣で膝・肘の関節化。**OI-216 で 8/4 夜に再要望されている**。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=判定不能 / Sol=部分解決,文書(charter/master)への言及commit: 07513995; a71e3143
OI-143,cpuの守備でまだ間に合う可能性があっても守備が次の塁に投げることがほとんどで不自然なので改善して,2026-08-04T06:26:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,第5陣「1つ先の塁への転送を外野手限定に」。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
